_id._bsontype,_id.id.0,_id.id.1,_id.id.2,_id.id.3,_id.id.4,_id.id.5,_id.id.6,_id.id.7,_id.id.8,_id.id.9,_id.id.10,_id.id.11,Cover Crop Name,Scientific Name,"cv, var, or ssp to specify",Origin,Common Mixes,Drought Tolerance,Shade Tolerance,Flood Tolerance,Low Fertility Tolerance,Salinity Tolerance,Winter Survival,Notes: Environmental Tolerances,Active Growth Period,Duration,Shape & Orientation,Notes: Basic Agronomics,Review Status,Soil Drainage,Min Germination Temp (F),Seeds per Pound,Inoculant Type (Legumes Only),Seeding Rate: Broadcast (w/cultivation) (lbs/A),Seeding Rate: Drilled (lbs/A),Seeding Rate: Aerial (lbs/A),Drilled Depth Min,Harvestability,Loosens Topsoil,Frees P & K,Growing Window,Ease of Establishment,Family Common Name,Family Scientific Name,Soil Textures,Minimum Tolerant Soil pH,Maximum Tolerant Soil pH,Soil Moisture Use,Cover Crop Group,Heat Tolerance,Seed Price per Pound,Can Aerial Seed,USDA Symbol,Zone Decision,Zone Use,Shape & Orientation-USDA PLANTS,Flooding Tolerance,"Nitrogen Accumulation Min, Legumes (lbs/A/y)",Dry Matter Min (lbs/A/y),C to N Ratio,Active Growth Period-USDA PLANTS,Loosens Subsurface Soil,Supports Mycorrhizae,Early Spring Growth,Establishes Quickly,Root Architecture,Root Depth,"Notes: Growth, Roots, and Nutrients",Tillage Termination at Vegetative,Grazing Value,Notes: Grazers & Pollinators,Tillage Termination at Flowering,Freezing Termination at Vegetative,Freezing Termination at Flowering,Chemical Termination at Flowering,Mow Termination at Flowering,Chemical Termination at Vegetative,Mow Tolerance at Vegetative,Roller Crimp Tolerance at Flowering,Roller Crimp Tolerance at Vegetative,Volunteer Establishment,Persistence,Seed price per acre: Drilled/Cultipack and Cultivation,Seed price per acre: Broadcast (w/cultivation),Seed price per acre: Aerial,Improve Soil Organic Matter,Increase Soil Aggregation,Lasting Residue,Penetrates Plow Pan,Base Seeding Rate Min (lbs/A),Base Seeding Rate Max (lbs/A),"Nitrogen Accumulation Max, Legumes (lbs/A/y)",Dry Matter Max (lbs/A/y),Drilled Depth Max,Reduces Topsoil Compaction,"March, Early","March, Mid","April, Early","April, Mid","August, Early","August, Mid","September, Early","September, Mid","October, Early",Prevent Fall Soil Erosion,Prevent Spring Soil Erosion,Promote Water Quality,Nitrogen Scavenging,Good Grazing,Forage Harvest Value,Image,C to N Ratio - 3 stars,Residue Suppresses Summer Annual Weeds,Outcompetes Summer Annual Weeds,Disoucrages Nematodes,Promotes Nematodes,Discourages Pest Insects,Promotes Pest Insects,Notes: Disease & Non-Weed Pests,Suppresses Cash Crop Disease,Promotes Cash Crop Disease,Early Fall/Winter Seeding Rate Start,Early Fall/ Winter Seeding Rate Stop,Standard Fall/Winter Seeding Rate Date Start,Standard Fall/Winter Seeding Rate Date End,Late Fall/Winter Planting Date Start,Late Fall/Winter Planting Date End,Early Spring Seeding Rate Date Start,Early Spring Seeding Rate Date End,Standard Spring Seeding Rate Date Start,Standard Spring Seeding Rate Date End,Suppresses Winter Annual Weeds,Reliable Establishment/Growth Start,Reliable Establishment/Growth End,Second Reliable Establishment/Growth Start,Second Reliable Establishment/Growth End,Temperature/Moisture Risk to Establishment Start,Temperature/Moisture Risk to Establishment End,__id
ObjectID,95,6,7,115,34,65,132,62,125,168,44,13,"Oats, Spring",Avena sativa,Spring cultivars,MCCC Species tool,"[""recud4Z1zxGdrNxbU""]",3,2,3,3,2,"[""Seldom""]",Does very poorly under low-N conditions like most grasses.,"[""Fall"",""Spring""]","[""Annual""]","[""Erect""]","Dry matter highly dependent on planting and termination date and precipitation.  Prone to lodging in N-rich soil;  decomposition depends on maturity at kill. When planted in September will grow faster than rye. If planted early enough (e.g. after peas), it creates a very good lasting residue. Bloat potential that is easily managed. Nitrate testing of forage is recommended.",Zone Team Start,"[""Somewhat poorly drained"",""Moderately well drained"",""Well drained"",""Excessively drained"",""Well drained muck""]",38,19400,"[""none""]",75-125,60-100,75-125,0.75,4,4,5,Short,3,Grass family,Poaceae,"[""coarse"",""fine"",""medium""]",5.3,8.5,Medium,Grass,4,1,true,AVSA,Include,Emerging,Erect,Moderate,0,1000,4,"[""Spring"",""Summer""]",1,5,3,4,"[""Fibrous""]",Medium,Minimum Germination Temp. ~ 38˚F,1,5,"Information too limited to rate P and K effect. Cleaned, bin-run seed will suffice; Non host for soybean cyst nematode and root knot nematode. Bears traffic very well when drilled. Some data suggest that oats were less effective at reducing marestail than barley or cereal rye.",1,4,4,5,5,5,5,5,2,5,1,2,2,2,3,4,3,1,60,100,0,4000,1.5,5,"[""Reliable establishment/growth""]","[""Reliable establishment/growth""]","[""Reliable establishment/growth""]","[""Reliable establishment/growth""]","[""Reliable establishment/growth"",""Early seeding rate""]","[""Reliable establishment/growth"",""Early seeding rate""]","[""Reliable establishment/growth"",""Standard seeding rate""]","[""Reliable establishment/growth"",""Late seeding rate""]","[""Reliable establishment/growth""]",2,3,4,4,5,5,"[{""id"":""atts84eGTuVyX7gBl"",""url"":""https://dl.airtable.com/.attachments/4aa57a28ec68ef40b55b24efcbaeaaca/9315a36d/Oats-close-up-Ackroyd.JPG"",""filename"":""Oats - close-up - Ackroyd.JPG"",""size"":3199056,""type"":""image/jpeg"",""thumbnails"":{""small"":{""url"":""https://dl.airtable.com/.attachmentThumbnails/b5486d63087397a509feb508932f1fd9/51413101"",""width"":57,""height"":36},""large"":{""url"":""https://dl.airtable.com/.attachmentThumbnails/47d66f05742736ea3bea243dd4602e67/3c00a393"",""width"":805,""height"":512},""full"":{""url"":""https://dl.airtable.com/.attachmentThumbnails/fed606fd388614aa2f3ecb2e4e02539c/c01c3511"",""width"":3000,""height"":3000}}}]",1,4,4,1,2,1,2,"Information too limited to rate P and K effect. Cleaned, bin-run seed will suffice; Non host for soybean cyst nematode and root knot nematode. Bears traffic very well when drilled. Some data suggest that oats were less effective at reducing marestail than barley or cereal rye.",2,3,2020-08-01,2020-08-21,2020-08-01,2020-10-15,2020-10-15,2020-11-01,2020-03-01,2020-05-15,2020-03-01,2020-05-15,2,2020-03-01,2020-05-15,2020-08-01,2020-10-15,2020-10-15,2020-11-01,reckuBFcT4eLTW5Dw
