_id._bsontype,_id.id.0,_id.id.1,_id.id.2,_id.id.3,_id.id.4,_id.id.5,_id.id.6,_id.id.7,_id.id.8,_id.id.9,_id.id.10,_id.id.11,Cover Crop Name,Scientific Name,Origin,Common Mixes,Drought Tolerance,Shade Tolerance,Flood Tolerance,Low Fertility Tolerance,Salinity Tolerance,Winter Survival,Notes: Environmental Tolerances,Active Growth Period,Duration,Shape & Orientation,Notes: Basic Agronomics,Review Status,Soil Drainage,Min Germination Temp (F),Seeds per Pound,Inoculant Type (Legumes Only),Seeding Rate: Broadcast (w/cultivation) (lbs/A),Seeding Rate: Drilled (lbs/A),Seeding Rate: Aerial (lbs/A),Drilled Depth Min,Loosens Topsoil,Frees P & K,Growing Window,Ease of Establishment,Family Common Name,Family Scientific Name,Soil Textures,Minimum Tolerant Soil pH,Maximum Tolerant Soil pH,Soil Moisture Use,Cover Crop Group,Heat Tolerance,Seed Price per Pound,USDA Symbol,Zone Decision,Zone Use,Shape & Orientation-USDA PLANTS,Flooding Tolerance,"Nitrogen Accumulation Min, Legumes (lbs/A/y)",Dry Matter Min (lbs/A/y),C to N Ratio,Active Growth Period-USDA PLANTS,Notes: Termination [Goal: Method: Timing],Loosens Subsurface Soil,Supports Mycorrhizae,Flowering Trigger,Establishes Quickly,Root Architecture,Root Depth,"Notes: Growth, Roots, and Nutrients",Tillage Termination at Vegetative,Tillage Termination at Flowering,Freezing Termination at Vegetative,Freezing Termination at Flowering,Chemical Termination at Flowering,Mow Termination at Flowering,Chemical Termination at Vegetative,Mow Tolerance at Vegetative,Roller Crimp Tolerance at Flowering,Roller Crimp Tolerance at Vegetative,Volunteer Establishment,Persistence,Seed price per acre: Drilled/Cultipack and Cultivation,Seed price per acre: Broadcast (w/cultivation),Seed price per acre: Aerial,Improve Soil Organic Matter,Increase Soil Aggregation,Lasting Residue,Penetrates Plow Pan,Base Seeding Rate Min (lbs/A),Base Seeding Rate Max (lbs/A),"Nitrogen Accumulation Max, Legumes (lbs/A/y)",Dry Matter Max (lbs/A/y),Drilled Depth Max,Reduces Topsoil Compaction,"May, Early","May, Mid","June, Early","June, Mid","July, Early","July, Mid","August, Early","August, Mid","September, Early","September, Mid",Prevent Fall Soil Erosion,Prevent Spring Soil Erosion,Promote Water Quality,Nitrogen Scavenging,Good Grazing,Forage Harvest Value,Image,C to N Ratio - 3 stars,Residue Suppresses Summer Annual Weeds,Outcompetes Summer Annual Weeds,Disoucrages Nematodes,Promotes Nematodes,Discourages Pest Insects,Promotes Pest Insects,Suppresses Cash Crop Disease,Promotes Cash Crop Disease,Standard Summer Seeding Rate Date Start,Standard Summer Seeding Rate Date End,Late Summer Seeding Rate Date Start,Late Summer Seeding Rate Date End,Suppresses Winter Annual Weeds,Notes,Reliable Establishment/Growth Start,Reliable Establishment/Growth End,__id
ObjectID,95,6,7,115,34,65,132,62,125,168,44,26,Buckwheat,Fagopyrum esculentum,MCCC Species tool,"[""recud4Z1zxGdrNxbU""]",3,2,2,4,2,"[""Never""]",Does better than many species on low P soils.Does very poorly under low-N conditions like most grasses.,"[""Summer""]","[""Annual""]","[""Erect"",""Semi-Erect""]",will self-seed if not terminated early in flowering,Zone Team Start,"[""Somewhat poorly drained"",""Moderately well drained"",""Well drained"",""Well drained muck""]",50,20000,"[""none""]",22-40,30-80,24-42,0.5,3,4,Very Short,4,Buckwheat family,Polygonaceae,"[""coarse"",""medium"",""fine""]",6,8.4,Low,Broadleaf,4,2,FAES2,Include,Common,Erect,Poor,0,1500,1,"[""Spring"",""Summer"",""Fall""]",Terminate at first sign of flowering to avoid risk of self-seeding.,2,4,"[""Based on plant size""]",5,"[""Fibrous""]",Medium,"Minimum germination temp for competitiveness 62°F. Fine roots explore soil quickly, but are unable to penetrate compacted areas. Successful planting dates in Z5 are June and July. Mineralizes rock phosphate, but not other unavailable P.",5,5,5,5,5,5,5,5,5,1,5,1,2,2,3,1,2,1,1,30,80,0,2500,1,3,"[""Reliable establishment/growth""]","[""Reliable establishment/growth"",""Early seeding rate""]","[""Reliable establishment/growth"",""Early seeding rate""]","[""Reliable establishment/growth"",""Early seeding rate""]","[""Reliable establishment/growth"",""Early seeding rate""]","[""Reliable establishment/growth"",""Standard seeding rate""]","[""Reliable establishment/growth"",""Late seeding rate""]","[""Reliable establishment/growth""]","[""Reliable establishment/growth""]","[""Temperature/moisture risk to establishment/growth""]",1,1,2,2,1,1,"[{""id"":""attXc71mCsSdVgB3H"",""url"":""https://dl.airtable.com/.attachments/22be17b115d1c4ac4f505795adff8b4a/734764a1/Buckwheat-flower-Ackroyd.JPG"",""filename"":""Buckwheat - flower - Ackroyd.JPG"",""size"":1747168,""type"":""image/jpeg"",""thumbnails"":{""small"":{""url"":""https://dl.airtable.com/.attachmentThumbnails/8510f8cc8448c010763762bcd3fdfeec/91d025e8"",""width"":33,""height"":36},""large"":{""url"":""https://dl.airtable.com/.attachmentThumbnails/d2843868c40bee2dddb6d1a5030e81ba/f4dc99d2"",""width"":512,""height"":553},""full"":{""url"":""https://dl.airtable.com/.attachmentThumbnails/b41f968a0f6dcffa6bb18ee294ef5b65/7db37ccc"",""width"":3000,""height"":3000}}}]",1,1,5,1,3,1,3,2,4,2020-04-28,2020-08-15,2020-08-01,2020-08-15,2,Buckwheat causes photosensitivity and liver damage in livestock. Do not feed.,2020-04-28,2020-08-15,recWWj8H4qcWtmBU9
